Ice-Agg collection for the flat orientation. 
Characteristic values taken from the peak of a fit 
0.273 0.327 101.046 136.422 0.010 100.000 2.000 50.000 50.089 
0.273 0.327 136.422 184.228 0.010 100.000 2.000 60.000 67.408 
0.273 0.327 184.228 243.514 0.010 100.000 2.000 90.000 91.188 
0.273 0.327 243.514 318.852 0.010 100.000 3.000 100.000 123.848 
0.273 0.327 318.852 411.029 0.010 100.000 4.000 100.000 163.528 
0.273 0.327 411.029 529.999 0.010 100.000 4.000 200.000 208.731 
0.273 0.327 529.999 690.419 0.010 100.000 6.000 200.000 289.555 
0.273 0.327 690.419 912.722 0.010 100.000 8.000 300.000 373.566 
0.273 0.327 912.722 1234.540 0.010 100.000 8.000 500.000 474.460 
0.273 0.327 1234.540 1672.826 0.010 100.000 20.000 600.000 617.826 
0.273 0.327 1672.826 2234.324 0.010 100.000 20.000 900.000 847.736 
0.273 0.327 2234.324 2940.909 0.010 100.000 30.000 1000.000 1155.797 
0.273 0.327 2940.909 3866.037 0.010 100.000 30.000 1000.000 1461.137 
0.273 0.327 3866.037 4999.992 0.010 100.000 40.000 1000.000 1910.205 
0.327 0.359 2.245 16.439 0.010 37.927 1.000 6.000 5.601 
0.327 0.359 16.439 28.135 0.010 61.585 1.000 10.000 11.016 
0.327 0.359 28.135 40.455 0.010 100.000 1.000 10.000 15.987 
0.327 0.359 40.455 54.683 0.010 100.000 1.000 20.000 24.249 
0.327 0.359 54.683 72.535 0.010 100.000 1.000 20.000 29.592 
0.327 0.359 72.535 96.311 0.010 100.000 1.000 30.000 39.062 
0.327 0.359 96.311 130.900 0.010 100.000 1.000 50.000 47.838 
0.327 0.359 130.900 178.517 0.010 100.000 2.000 60.000 74.045 
0.327 0.359 178.517 241.948 0.010 100.000 2.000 90.000 99.378 
0.327 0.359 241.948 318.552 0.010 100.000 2.000 100.000 130.175 
0.327 0.359 318.552 413.040 0.010 100.000 3.000 100.000 170.611 
0.327 0.359 413.040 529.438 0.010 100.000 4.000 100.000 225.447 
0.327 0.359 529.438 683.702 0.010 100.000 5.000 200.000 287.382 
0.327 0.359 683.702 891.891 0.010 100.000 7.000 300.000 396.673 
0.327 0.359 891.891 1192.181 0.010 100.000 9.000 400.000 477.952 
0.327 0.359 1192.181 1614.767 0.010 100.000 20.000 600.000 706.520 
0.327 0.359 1614.767 2190.391 0.010 100.000 20.000 800.000 877.439 
0.327 0.359 2190.391 2931.292 0.010 100.000 20.000 1000.000 1292.040 
0.327 0.359 2931.292 3853.969 0.010 100.000 40.000 1000.000 1726.389 
0.327 0.359 3853.969 4999.905 0.010 100.000 40.000 1000.000 2246.013 
0.359 0.384 2.107 16.131 0.010 14.384 1.000 6.000 5.416 
0.359 0.384 16.131 27.712 0.010 61.585 1.000 10.000 12.187 
0.359 0.384 27.712 39.985 0.010 61.585 1.000 10.000 18.070 
0.359 0.384 39.985 54.297 0.010 100.000 1.000 20.000 25.240 
0.359 0.384 54.297 71.610 0.010 100.000 1.000 20.000 33.198 
0.359 0.384 71.610 94.928 0.010 100.000 1.000 30.000 43.018 
0.359 0.384 94.928 128.038 0.010 100.000 1.000 40.000 54.809 
0.359 0.384 128.038 174.169 0.010 100.000 2.000 70.000 80.587 
0.359 0.384 174.169 235.493 0.010 100.000 2.000 100.000 110.556 
0.359 0.384 235.493 314.256 0.010 100.000 2.000 100.000 141.311 
0.359 0.384 314.256 410.336 0.010 100.000 3.000 100.000 177.430 
0.359 0.384 410.336 528.783 0.010 100.000 4.000 200.000 245.975 
0.359 0.384 528.783 683.371 0.010 100.000 6.000 200.000 321.048 
0.359 0.384 683.371 894.571 0.010 100.000 7.000 300.000 409.159 
0.359 0.384 894.571 1192.865 0.010 100.000 8.000 400.000 505.253 
0.359 0.384 1192.865 1623.361 0.010 100.000 20.000 500.000 675.970 
0.359 0.384 1623.361 2208.123 0.010 100.000 20.000 800.000 929.806 
0.359 0.384 2208.123 2957.549 0.010 100.000 20.000 1000.000 1285.064 
0.359 0.384 2957.549 3871.942 0.010 100.000 40.000 1000.000 1869.634 
0.359 0.384 3871.942 4999.849 0.010 100.000 40.000 1000.000 2354.050 
0.384 0.405 2.095 15.942 0.010 23.357 1.000 6.000 5.886 
0.384 0.405 15.942 27.139 0.010 100.000 1.000 10.000 12.199 
0.384 0.405 27.139 39.331 0.010 100.000 1.000 10.000 18.376 
0.384 0.405 39.331 53.263 0.010 100.000 1.000 20.000 24.385 
0.384 0.405 53.263 70.509 0.010 100.000 1.000 20.000 33.723 
0.384 0.405 70.509 93.368 0.010 100.000 1.000 30.000 43.606 
0.384 0.405 93.368 125.305 0.010 100.000 1.000 50.000 60.381 
0.384 0.405 125.305 171.622 0.010 100.000 1.000 80.000 74.134 
0.384 0.405 171.622 232.549 0.010 100.000 2.000 80.000 102.545 
0.384 0.405 232.549 310.746 0.010 100.000 2.000 100.000 138.319 
0.384 0.405 310.746 408.494 0.010 100.000 3.000 100.000 182.226 
0.384 0.405 408.494 528.297 0.010 100.000 4.000 200.000 255.745 
0.384 0.405 528.297 682.485 0.010 100.000 5.000 200.000 331.433 
0.384 0.405 682.485 885.199 0.010 100.000 6.000 300.000 398.637 
0.384 0.405 885.199 1173.790 0.010 100.000 7.000 400.000 514.430 
0.384 0.405 1173.790 1602.361 0.010 100.000 20.000 600.000 735.890 
0.384 0.405 1602.361 2175.161 0.010 100.000 20.000 900.000 1051.646 
0.384 0.405 2175.161 2927.756 0.010 100.000 20.000 1000.000 1392.487 
0.384 0.405 2927.756 3844.753 0.010 100.000 30.000 1000.000 1752.163 
0.384 0.405 3844.753 4999.840 0.010 100.000 40.000 1000.000 2360.779 
0.405 0.424 2.121 16.044 0.010 23.357 1.000 7.000 6.730 
0.405 0.424 16.044 27.042 0.010 23.357 1.000 10.000 12.776 
0.405 0.424 27.042 39.104 0.010 37.927 1.000 10.000 17.049 
0.405 0.424 39.104 53.181 0.010 100.000 1.000 20.000 23.901 
0.405 0.424 53.181 70.026 0.010 100.000 1.000 20.000 33.776 
0.405 0.424 70.026 91.833 0.010 100.000 1.000 40.000 44.004 
0.405 0.424 91.833 124.442 0.010 100.000 1.000 50.000 62.167 
0.405 0.424 124.442 170.696 0.010 100.000 2.000 60.000 80.930 
0.405 0.424 170.696 233.380 0.010 100.000 2.000 90.000 113.034 
0.405 0.424 233.380 312.896 0.010 100.000 2.000 100.000 154.707 
0.405 0.424 312.896 410.762 0.010 100.000 3.000 100.000 188.802 
0.405 0.424 410.762 531.906 0.010 100.000 4.000 200.000 261.875 
0.405 0.424 531.906 681.625 0.010 100.000 5.000 200.000 335.007 
0.405 0.424 681.625 876.926 0.010 100.000 6.000 300.000 427.015 
0.405 0.424 876.926 1154.657 0.010 100.000 7.000 400.000 532.478 
0.405 0.424 1154.657 1570.490 0.010 100.000 20.000 600.000 712.477 
0.405 0.424 1570.490 2139.713 0.010 100.000 20.000 700.000 1037.231 
0.405 0.424 2139.713 2866.855 0.010 100.000 20.000 1000.000 1309.280 
0.405 0.424 2866.855 3820.840 0.010 100.000 30.000 1000.000 1881.312 
0.405 0.424 3820.840 4999.925 0.010 100.000 40.000 1000.000 2416.900 
0.424 0.441 2.089 15.794 0.010 37.927 1.000 6.000 5.803 
0.424 0.441 15.794 26.683 0.010 37.927 1.000 10.000 11.845 
0.424 0.441 26.683 38.693 0.010 61.585 1.000 10.000 18.785 
0.424 0.441 38.693 52.369 0.010 61.585 1.000 20.000 25.445 
0.424 0.441 52.369 68.832 0.010 100.000 1.000 20.000 33.505 
0.424 0.441 68.832 89.605 0.010 100.000 1.000 30.000 44.669 
0.424 0.441 89.605 119.660 0.010 100.000 1.000 50.000 56.032 
0.424 0.441 119.660 164.357 0.010 100.000 2.000 60.000 79.079 
0.424 0.441 164.357 224.512 0.010 100.000 2.000 80.000 113.271 
0.424 0.441 224.512 303.504 0.010 100.000 3.000 100.000 141.074 
0.424 0.441 303.504 402.589 0.010 100.000 3.000 100.000 200.744 
0.424 0.441 402.589 520.271 0.010 100.000 4.000 100.000 271.734 
0.424 0.441 520.271 666.840 0.010 100.000 5.000 200.000 342.543 
0.424 0.441 666.840 857.833 0.010 100.000 6.000 300.000 435.500 
0.424 0.441 857.833 1137.124 0.010 100.000 7.000 400.000 561.426 
0.424 0.441 1137.124 1538.563 0.010 100.000 20.000 500.000 762.119 
0.424 0.441 1538.563 2107.727 0.010 100.000 20.000 900.000 1023.657 
0.424 0.441 2107.727 2876.392 0.010 100.000 20.000 1000.000 1397.364 
0.424 0.441 2876.392 3844.031 0.010 100.000 30.000 1000.000 1895.643 
0.424 0.441 3844.031 4999.556 0.010 100.000 40.000 1000.000 2517.842 
0.441 0.458 2.073 15.599 0.010 23.357 1.000 6.000 6.346 
0.441 0.458 15.599 26.599 0.010 61.585 1.000 10.000 12.062 
0.441 0.458 26.599 38.628 0.010 61.585 1.000 10.000 18.755 
0.441 0.458 38.628 52.408 0.010 100.000 1.000 20.000 28.031 
0.441 0.458 52.408 68.646 0.010 100.000 1.000 20.000 34.900 
0.441 0.458 68.646 89.015 0.010 100.000 1.000 30.000 45.764 
0.441 0.458 89.015 118.670 0.010 100.000 1.000 50.000 60.828 
0.441 0.458 118.670 162.293 0.010 100.000 2.000 70.000 80.966 
0.441 0.458 162.293 223.568 0.010 100.000 2.000 100.000 112.407 
0.441 0.458 223.568 304.308 0.010 100.000 3.000 100.000 155.266 
0.441 0.458 304.308 405.203 0.010 100.000 3.000 100.000 218.131 
0.441 0.458 405.203 524.061 0.010 100.000 4.000 100.000 278.076 
0.441 0.458 524.061 669.908 0.010 100.000 5.000 200.000 349.544 
0.441 0.458 669.908 857.560 0.010 100.000 7.000 300.000 449.856 
0.441 0.458 857.560 1128.734 0.010 100.000 7.000 400.000 543.449 
0.441 0.458 1128.734 1540.761 0.010 100.000 10.000 600.000 750.151 
0.441 0.458 1540.761 2114.377 0.010 100.000 20.000 800.000 1003.236 
0.441 0.458 2114.377 2870.332 0.010 100.000 20.000 1000.000 1341.433 
0.441 0.458 2870.332 3834.171 0.010 100.000 30.000 1000.000 1988.264 
0.441 0.458 3834.171 4999.915 0.010 100.000 40.000 1000.000 2563.009 
0.458 0.474 2.065 15.842 0.010 23.357 1.000 6.000 6.447 
0.458 0.474 15.842 26.673 0.010 37.927 1.000 10.000 12.619 
0.458 0.474 26.673 38.919 0.010 61.585 1.000 10.000 19.251 
0.458 0.474 38.919 52.528 0.010 100.000 1.000 20.000 27.451 
0.458 0.474 52.528 68.346 0.010 61.585 1.000 30.000 35.713 
0.458 0.474 68.346 88.637 0.010 100.000 1.000 30.000 45.859 
0.458 0.474 88.637 117.278 0.010 100.000 1.000 40.000 57.963 
0.458 0.474 117.278 160.037 0.010 100.000 1.000 60.000 79.536 
0.458 0.474 160.037 220.936 0.010 100.000 2.000 80.000 111.081 
0.458 0.474 220.936 299.432 0.010 100.000 3.000 100.000 155.709 
0.458 0.474 299.432 402.516 0.010 100.000 3.000 100.000 214.113 
0.458 0.474 402.516 520.997 0.010 100.000 4.000 200.000 260.330 
0.458 0.474 520.997 666.129 0.010 100.000 5.000 200.000 354.030 
0.458 0.474 666.129 850.665 0.010 100.000 7.000 300.000 444.662 
0.458 0.474 850.665 1110.892 0.010 100.000 9.000 400.000 582.751 
0.458 0.474 1110.892 1519.455 0.010 100.000 10.000 600.000 778.607 
0.458 0.474 1519.455 2080.019 0.010 100.000 20.000 800.000 1055.634 
0.458 0.474 2080.019 2862.234 0.010 100.000 20.000 1000.000 1442.263 
0.458 0.474 2862.234 3821.696 0.010 100.000 30.000 1000.000 1952.542 
0.458 0.474 3821.696 4999.951 0.010 100.000 40.000 1000.000 2737.541 
0.474 0.490 2.128 15.709 0.010 14.384 1.000 7.000 6.601 
0.474 0.490 15.709 26.492 0.010 61.585 1.000 10.000 12.475 
0.474 0.490 26.492 38.965 0.010 61.585 1.000 10.000 20.240 
0.474 0.490 38.965 52.738 0.010 61.585 1.000 20.000 27.508 
0.474 0.490 52.738 68.870 0.010 100.000 1.000 20.000 38.185 
0.474 0.490 68.870 88.271 0.010 100.000 1.000 30.000 47.051 
0.474 0.490 88.271 115.897 0.010 100.000 1.000 50.000 60.879 
0.474 0.490 115.897 158.785 0.010 100.000 1.000 60.000 83.054 
0.474 0.490 158.785 217.676 0.010 100.000 2.000 80.000 112.444 
0.474 0.490 217.676 298.121 0.010 100.000 3.000 100.000 156.041 
0.474 0.490 298.121 399.432 0.010 100.000 4.000 100.000 206.764 
0.474 0.490 399.432 518.090 0.010 100.000 4.000 200.000 280.535 
0.474 0.490 518.090 661.919 0.010 100.000 6.000 200.000 359.338 
0.474 0.490 661.919 840.030 0.010 100.000 6.000 300.000 456.751 
0.474 0.490 840.030 1097.017 0.010 100.000 7.000 400.000 556.645 
0.474 0.490 1097.017 1494.097 0.010 100.000 10.000 600.000 782.107 
0.474 0.490 1494.097 2050.378 0.010 100.000 20.000 800.000 1047.350 
0.474 0.490 2050.378 2814.122 0.010 100.000 30.000 1000.000 1457.800 
0.474 0.490 2814.122 3806.081 0.010 100.000 30.000 1000.000 2044.732 
0.474 0.490 3806.081 4999.515 0.010 100.000 40.000 1000.000 2629.690 
0.490 0.506 2.133 15.630 0.010 37.927 1.000 6.000 6.638 
0.490 0.506 15.630 26.636 0.010 37.927 1.000 10.000 13.047 
0.490 0.506 26.636 39.046 0.010 100.000 1.000 10.000 21.288 
0.490 0.506 39.046 52.692 0.010 100.000 1.000 20.000 28.202 
0.490 0.506 52.692 68.547 0.010 100.000 1.000 30.000 37.375 
0.490 0.506 68.547 88.060 0.010 100.000 1.000 30.000 49.149 
0.490 0.506 88.060 115.650 0.010 100.000 1.000 50.000 62.029 
0.490 0.506 115.650 158.111 0.010 100.000 2.000 60.000 84.461 
0.490 0.506 158.111 216.720 0.010 100.000 2.000 90.000 113.842 
0.490 0.506 216.720 298.157 0.010 100.000 2.000 100.000 157.853 
0.490 0.506 298.157 401.089 0.010 100.000 3.000 100.000 216.014 
0.490 0.506 401.089 520.806 0.010 100.000 4.000 200.000 295.915 
0.490 0.506 520.806 665.741 0.010 100.000 5.000 200.000 364.788 
0.490 0.506 665.741 846.497 0.010 100.000 7.000 300.000 487.520 
0.490 0.506 846.497 1111.342 0.010 100.000 8.000 400.000 606.573 
0.490 0.506 1111.342 1511.254 0.010 100.000 20.000 600.000 839.231 
0.490 0.506 1511.254 2067.967 0.010 100.000 20.000 900.000 1070.974 
0.490 0.506 2067.967 2816.271 0.010 100.000 20.000 1000.000 1545.428 
0.490 0.506 2816.271 3795.551 0.010 100.000 30.000 1000.000 2032.389 
0.490 0.506 3795.551 4999.953 0.010 100.000 40.000 1000.000 2654.653 
0.506 0.522 2.068 15.808 0.010 14.384 1.000 6.000 6.608 
0.506 0.522 15.808 26.595 0.010 23.357 1.000 10.000 13.689 
0.506 0.522 26.595 39.053 0.010 100.000 1.000 10.000 21.302 
0.506 0.522 39.053 52.695 0.010 100.000 1.000 20.000 31.151 
0.506 0.522 52.695 68.487 0.010 100.000 1.000 20.000 38.554 
0.506 0.522 68.487 87.552 0.010 100.000 1.000 40.000 50.136 
0.506 0.522 87.552 113.538 0.010 100.000 1.000 50.000 62.036 
0.506 0.522 113.538 155.073 0.010 100.000 2.000 60.000 85.076 
0.506 0.522 155.073 214.946 0.010 100.000 2.000 90.000 114.490 
0.506 0.522 214.946 296.879 0.010 100.000 3.000 100.000 158.650 
0.506 0.522 296.879 403.990 0.010 100.000 3.000 100.000 218.475 
0.506 0.522 403.990 524.709 0.010 100.000 4.000 200.000 289.540 
0.506 0.522 524.709 665.468 0.010 100.000 5.000 200.000 382.848 
0.506 0.522 665.468 843.097 0.010 100.000 7.000 300.000 495.983 
0.506 0.522 843.097 1099.462 0.010 100.000 8.000 500.000 617.819 
0.506 0.522 1099.462 1490.514 0.010 100.000 20.000 600.000 820.697 
0.506 0.522 1490.514 2044.873 0.010 100.000 20.000 900.000 1070.819 
0.506 0.522 2044.873 2804.759 0.010 100.000 20.000 1000.000 1565.570 
0.506 0.522 2804.759 3820.504 0.010 100.000 30.000 1000.000 2112.012 
0.506 0.522 3820.504 4999.731 0.010 100.000 30.000 1000.000 2707.271 
0.522 0.539 2.011 15.818 0.010 23.357 1.000 6.000 7.335 
0.522 0.539 15.818 26.872 0.010 23.357 1.000 10.000 13.412 
0.522 0.539 26.872 39.154 0.010 23.357 1.000 10.000 21.582 
0.522 0.539 39.154 52.703 0.010 100.000 1.000 20.000 29.187 
0.522 0.539 52.703 68.379 0.010 100.000 1.000 30.000 41.058 
0.522 0.539 68.379 87.346 0.010 100.000 1.000 30.000 51.091 
0.522 0.539 87.346 114.565 0.010 100.000 1.000 40.000 63.538 
0.522 0.539 114.565 155.573 0.010 100.000 2.000 60.000 89.289 
0.522 0.539 155.573 214.045 0.010 100.000 2.000 90.000 116.561 
0.522 0.539 214.045 297.101 0.010 100.000 2.000 100.000 161.555 
0.522 0.539 297.101 402.737 0.010 100.000 3.000 100.000 220.911 
0.522 0.539 402.737 520.615 0.010 100.000 4.000 200.000 304.968 
0.522 0.539 520.615 660.932 0.010 100.000 5.000 200.000 377.076 
0.522 0.539 660.932 837.338 0.010 100.000 6.000 300.000 486.929 
0.522 0.539 837.338 1085.478 0.010 100.000 8.000 400.000 606.871 
0.522 0.539 1085.478 1480.401 0.010 100.000 20.000 600.000 807.544 
0.522 0.539 1480.401 2028.888 0.010 100.000 20.000 800.000 1076.290 
0.522 0.539 2028.888 2802.716 0.010 100.000 20.000 1000.000 1520.491 
0.522 0.539 2802.716 3825.654 0.010 100.000 30.000 1000.000 2059.759 
0.522 0.539 3825.654 4999.707 0.010 100.000 40.000 1000.000 2764.288 
0.539 0.557 1.959 16.001 0.010 37.927 1.000 7.000 7.525 
0.539 0.557 16.001 27.185 0.010 61.585 1.000 10.000 14.277 
0.539 0.557 27.185 39.680 0.010 61.585 1.000 10.000 22.804 
0.539 0.557 39.680 53.266 0.010 61.585 1.000 20.000 29.659 
0.539 0.557 53.266 68.876 0.010 100.000 1.000 30.000 40.141 
0.539 0.557 68.876 87.484 0.010 100.000 1.000 40.000 53.669 
0.539 0.557 87.484 113.729 0.010 100.000 1.000 50.000 64.311 
0.539 0.557 113.729 154.716 0.010 100.000 2.000 60.000 84.863 
0.539 0.557 154.716 211.433 0.010 100.000 2.000 90.000 123.380 
0.539 0.557 211.433 296.934 0.010 100.000 2.000 100.000 173.287 
0.539 0.557 296.934 401.937 0.010 100.000 3.000 100.000 227.740 
0.539 0.557 401.937 522.250 0.010 100.000 4.000 200.000 314.701 
0.539 0.557 522.250 661.821 0.010 100.000 5.000 200.000 405.262 
0.539 0.557 661.821 834.369 0.010 100.000 6.000 300.000 506.264 
0.539 0.557 834.369 1082.727 0.010 100.000 9.000 400.000 606.969 
0.539 0.557 1082.727 1469.820 0.010 100.000 8.000 600.000 821.035 
0.539 0.557 1469.820 2019.045 0.010 100.000 20.000 900.000 1174.596 
0.539 0.557 2019.045 2795.866 0.010 100.000 20.000 1000.000 1628.445 
0.539 0.557 2795.866 3824.914 0.010 100.000 30.000 1000.000 2179.363 
0.539 0.557 3824.914 4999.915 0.010 100.000 40.000 1000.000 3003.908 
0.557 0.576 2.057 16.266 0.010 23.357 1.000 7.000 7.528 
0.557 0.576 16.266 27.727 0.010 23.357 1.000 10.000 14.949 
0.557 0.576 27.727 40.203 0.010 100.000 1.000 10.000 24.615 
0.557 0.576 40.203 53.713 0.010 61.585 1.000 20.000 32.029 
0.557 0.576 53.713 69.190 0.010 100.000 1.000 30.000 42.845 
0.557 0.576 69.190 88.186 0.010 100.000 1.000 30.000 54.036 
0.557 0.576 88.186 114.108 0.010 100.000 1.000 50.000 66.867 
0.557 0.576 114.108 155.583 0.010 100.000 2.000 60.000 87.724 
0.557 0.576 155.583 213.859 0.010 100.000 2.000 90.000 124.427 
0.557 0.576 213.859 298.892 0.010 100.000 2.000 100.000 174.311 
0.557 0.576 298.892 406.377 0.010 100.000 3.000 100.000 238.353 
0.557 0.576 406.377 528.196 0.010 100.000 5.000 200.000 306.680 
0.557 0.576 528.196 667.071 0.010 100.000 5.000 300.000 409.301 
0.557 0.576 667.071 836.674 0.010 100.000 7.000 300.000 497.001 
0.557 0.576 836.674 1076.836 0.010 100.000 9.000 400.000 649.611 
0.557 0.576 1076.836 1457.463 0.010 100.000 20.000 600.000 854.149 
0.557 0.576 1457.463 2004.190 0.010 100.000 20.000 800.000 1125.202 
0.557 0.576 2004.190 2797.898 0.010 100.000 20.000 1000.000 1536.823 
0.557 0.576 2797.898 3830.165 0.010 100.000 30.000 1000.000 2325.527 
0.557 0.576 3830.165 4999.994 0.010 100.000 40.000 1000.000 3069.676 
0.576 0.598 1.885 16.813 0.010 23.357 1.000 7.000 7.821 
0.576 0.598 16.813 28.400 0.010 100.000 1.000 10.000 15.106 
0.576 0.598 28.400 40.825 0.010 61.585 1.000 10.000 24.062 
0.576 0.598 40.825 54.540 0.010 61.585 1.000 20.000 32.752 
0.576 0.598 54.540 70.098 0.010 61.585 1.000 30.000 41.906 
0.576 0.598 70.098 88.220 0.010 100.000 1.000 30.000 52.754 
0.576 0.598 88.220 114.754 0.010 100.000 1.000 40.000 70.557 
0.576 0.598 114.754 156.916 0.010 100.000 2.000 70.000 90.293 
0.576 0.598 156.916 216.602 0.010 100.000 2.000 90.000 122.203 
0.576 0.598 216.602 303.938 0.010 100.000 3.000 100.000 176.998 
0.576 0.598 303.938 408.260 0.010 100.000 3.000 100.000 241.363 
0.576 0.598 408.260 530.344 0.010 100.000 4.000 200.000 325.953 
0.576 0.598 530.344 669.203 0.010 100.000 5.000 300.000 403.675 
0.576 0.598 669.203 842.689 0.010 100.000 7.000 300.000 519.766 
0.576 0.598 842.689 1078.716 0.010 100.000 9.000 400.000 656.498 
0.576 0.598 1078.716 1460.514 0.010 100.000 20.000 600.000 871.836 
0.576 0.598 1460.514 2018.955 0.010 100.000 20.000 800.000 1200.958 
0.576 0.598 2018.955 2815.696 0.010 100.000 20.000 1000.000 1662.799 
0.576 0.598 2815.696 3847.211 0.010 100.000 40.000 1000.000 2397.704 
0.576 0.598 3847.211 4999.894 0.010 100.000 40.000 1000.000 3177.881 
0.598 0.623 2.016 17.116 0.010 14.384 1.000 7.000 8.379 
0.598 0.623 17.116 28.640 0.010 61.585 1.000 10.000 16.579 
0.598 0.623 28.640 41.184 0.010 61.585 1.000 20.000 25.671 
0.598 0.623 41.184 54.631 0.010 61.585 1.000 20.000 33.746 
0.598 0.623 54.631 69.523 0.010 100.000 1.000 30.000 45.168 
0.598 0.623 69.523 87.447 0.010 100.000 1.000 30.000 55.902 
0.598 0.623 87.447 113.513 0.010 100.000 1.000 50.000 67.737 
0.598 0.623 113.513 155.808 0.010 100.000 1.000 70.000 95.340 
0.598 0.623 155.808 215.460 0.010 100.000 2.000 100.000 127.172 
0.598 0.623 215.460 300.619 0.010 100.000 3.000 100.000 188.703 
0.598 0.623 300.619 405.819 0.010 100.000 3.000 100.000 247.792 
0.598 0.623 405.819 524.708 0.010 100.000 4.000 200.000 333.280 
0.598 0.623 524.708 660.886 0.010 100.000 5.000 300.000 420.566 
0.598 0.623 660.886 828.190 0.010 100.000 8.000 300.000 528.721 
0.598 0.623 828.190 1057.510 0.010 100.000 8.000 400.000 662.057 
0.598 0.623 1057.510 1432.556 0.010 100.000 10.000 700.000 865.662 
0.598 0.623 1432.556 1997.260 0.010 100.000 20.000 1000.000 1172.361 
0.598 0.623 1997.260 2821.448 0.010 100.000 20.000 1000.000 1648.845 
0.598 0.623 2821.448 3835.954 0.010 100.000 30.000 1000.000 2308.407 
0.598 0.623 3835.954 4999.871 0.010 100.000 40.000 1000.000 3242.331 
0.623 0.655 1.941 17.218 0.010 37.927 1.000 7.000 8.922 
0.623 0.655 17.218 29.146 0.010 37.927 1.000 10.000 16.647 
0.623 0.655 29.146 41.876 0.010 37.927 1.000 10.000 27.109 
0.623 0.655 41.876 55.166 0.010 37.927 1.000 20.000 34.151 
0.623 0.655 55.166 69.546 0.010 100.000 1.000 20.000 45.373 
0.623 0.655 69.546 87.256 0.010 100.000 1.000 30.000 56.614 
0.623 0.655 87.256 112.932 0.010 100.000 1.000 30.000 72.793 
0.623 0.655 112.932 155.017 0.010 100.000 1.000 50.000 96.510 
0.623 0.655 155.017 216.746 0.010 100.000 2.000 100.000 132.911 
0.623 0.655 216.746 305.877 0.010 100.000 2.000 100.000 189.811 
0.623 0.655 305.877 414.011 0.010 100.000 4.000 200.000 257.578 
0.623 0.655 414.011 531.854 0.010 100.000 5.000 200.000 350.383 
0.623 0.655 531.854 671.259 0.010 100.000 6.000 200.000 448.102 
0.623 0.655 671.259 838.619 0.010 100.000 9.000 200.000 549.161 
0.623 0.655 838.619 1070.612 0.010 100.000 8.000 400.000 690.079 
0.623 0.655 1070.612 1449.570 0.010 100.000 20.000 500.000 926.509 
0.623 0.655 1449.570 2024.619 0.010 100.000 20.000 800.000 1252.893 
0.623 0.655 2024.619 2833.989 0.010 100.000 20.000 1000.000 1818.176 
0.623 0.655 2833.989 3860.711 0.010 100.000 30.000 1000.000 2532.857 
0.623 0.655 3860.711 4999.766 0.010 100.000 40.000 1000.000 3364.666 
0.655 0.701 1.728 17.416 0.010 37.927 1.000 9.000 9.011 
0.655 0.701 17.416 29.331 0.010 37.927 1.000 10.000 18.151 
0.655 0.701 29.331 41.788 0.010 37.927 1.000 20.000 27.323 
